date,season_1,season_2,season_3,season_4,holiday,workingday,weather_1,weather_2,weather_3,temperature,humidity,windspeed,count
2011-01-01 00:00:00,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.344167,0.805833,0.160446,985
2011-01-02 00:00:00,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.363478,0.696087,0.24853899999999998,801
2011-01-03 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.196364,0.43727299999999997,0.248309,1349
2011-01-04 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.2,0.590435,0.160296,1562
2011-01-05 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.22695700000000002,0.436957,0.1869,1600
2011-01-06 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.204348,0.518261,0.0895652,1606
2011-01-07 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.196522,0.49869600000000003,0.168726,1510
2011-01-08 00:00:00,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.165,0.535833,0.266804,959
2011-01-09 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.13833299999999998,0.434167,0.36195,822
2011-01-10 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.150833,0.482917,0.22326700000000002,1321
2011-01-11 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.16909100000000002,0.6863640000000001,0.12213199999999999,1263
2011-01-12 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.172727,0.599545,0.304627,1162
2011-01-13 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.165,8.695569312786679,0.301,1406
2011-01-14 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.16087,0.537826,0.126548,1421
2011-01-15 00:00:00,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.23333299999999998,0.49875,0.15796300000000002,1248
2011-01-16 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.231667,0.48375,0.188433,1204
2011-01-17 00:00:00,1.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.175833,0.5375,0.194017,1000
2011-01-18 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.216667,0.861667,0.146775,683
2011-01-19 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.292174,0.741739,0.208317,1650
2011-01-20 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.261667,0.538333,0.195904,1927
2011-01-21 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.1775,0.457083,0.353242,1543
2011-01-22 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0591304,0.4,0.17197,981
2011-01-23 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0965217,0.436522,0.2466,986
2011-01-24 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0973913,0.49173900000000004,0.15833,1416
2011-01-25 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.223478,0.616957,0.129796,1985
2011-01-26 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,0.0,1.0,0.2175,0.8625,0.29385,506
2011-01-27 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.195,0.6875,0.113837,431
2011-01-28 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.203478,0.793043,0.1233,1167
2011-01-29 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.196522,0.6517390000000001,0.14536500000000002,1098
2011-01-30 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.216522,0.722174,0.0739826,1096
2011-01-31 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.180833,0.60375,0.187192,1501
2011-02-01 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.192174,0.829565,0.053212999999999996,1360
2011-02-02 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.26,0.775417,0.264308,1526
2011-02-03 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.18695699999999998,0.43782600000000005,0.277752,1550
2011-02-04 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.211304,10.671900403218904,0.127839,1708
2011-02-05 00:00:00,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.23333299999999998,0.929167,0.161079,1005
2011-02-06 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.285833,0.568333,0.1418,1623
2011-02-07 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.271667,0.738333,0.045408300000000006,1712
2011-02-08 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.220833,0.537917,0.36195,1530
2011-02-09 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.134783,0.494783,0.188839,1605
2011-02-10 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.144348,0.437391,0.221935,1538
2011-02-11 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.189091,0.506364,0.10855,1746
2011-02-12 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.2225,0.544167,0.20336700000000002,1472
2011-02-13 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.31652199999999997,0.457391,0.260883,1589
2011-02-14 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.415,0.375833,0.417908,1913
2011-02-15 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.26608699999999996,0.314348,0.29137399999999997,1815
2011-02-16 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.318261,0.42347799999999997,0.251791,2115
2011-02-17 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.43583299999999997,0.505,0.230104,2475
2011-02-18 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.521667,0.516667,0.264925,2927
2011-02-19 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.399167,0.187917,0.507463,1635
2011-02-20 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.285217,0.407826,0.223235,1812
2011-02-21 00:00:00,1.0,0.0,0.0,0.0,1,0,0.0,1.0,0.0,0.303333,0.605,0.307846,1107
2011-02-22 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.182222,0.577778,0.195683,1450
2011-02-23 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.221739,0.423043,0.094113,1917
2011-02-24 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.295652,0.697391,0.250496,1807
2011-02-25 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.364348,0.712174,0.346539,1461
2011-02-26 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.2825,0.537917,0.18657100000000001,1969
2011-02-27 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.343478,0.68,0.125248,2402
2011-02-28 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.407273,0.8763639999999999,0.289686,1446
2011-03-01 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.266667,0.535,0.216425,1851
2011-03-02 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.335,0.449583,0.30783299999999997,2134
2011-03-03 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.19833299999999998,0.318333,0.225754,1685
2011-03-04 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.261667,0.610417,0.203346,1944
2011-03-05 00:00:00,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.384167,0.789167,0.251871,2077
2011-03-06 00:00:00,1.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,0.37652199999999997,0.948261,0.343287,605
2011-03-07 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.261739,0.551304,0.341352,1872
2011-03-08 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.2925,0.420833,0.12065,2133
2011-03-09 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.295833,0.775417,0.22015,1891
2011-03-10 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,0.0,1.0,0.38909099999999996,0.0,0.26187699999999997,623
2011-03-11 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.31652199999999997,0.649565,0.23296999999999998,1977
2011-03-12 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.329167,0.594583,0.220775,2132
2011-03-13 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.384348,0.5273909999999999,0.270604,2417
2011-03-14 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.32521700000000003,0.496957,0.136926,2046
2011-03-15 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.317391,0.655652,0.184309,2056
2011-03-16 00:00:00,1.0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.365217,0.776522,0.20311700000000002,2192
2011-03-17 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.415,0.602917,0.209579,2744
2011-03-18 00:00:00,1.0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.54,0.525217,0.231017,3239
2011-03-19 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.4725,0.37916700000000003,0.368167,3117
2011-03-20 00:00:00,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.3325,0.47375,0.20772100000000002,2471
2011-03-21 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.430435,0.737391,0.288783,2077
2011-03-22 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.44166700000000003,0.624583,0.22575,2703
2011-03-23 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.346957,0.839565,0.23426100000000002,2121
2011-03-24 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.285,0.805833,0.24378699999999998,1865
2011-03-25 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.264167,0.495,0.230725,2210
2011-03-26 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.265833,0.394167,0.209571,2496
2011-03-27 00:00:00,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.25304299999999996,0.493913,0.1843,1693
2011-03-28 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.264348,0.302174,0.212204,2028
2011-03-29 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.3025,0.31416700000000003,0.226996,2425
2011-03-30 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.3,0.646667,0.17288800000000001,1536
2011-03-31 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,0.0,1.0,0.268333,0.918333,0.217646,1685
2011-04-01 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.3,0.68625,0.258708,2227
2011-04-02 00:00:00,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.315,0.65375,0.19714600000000002,2252
2011-04-03 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.378333,0.48,0.182213,3249
2011-04-04 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.573333,0.42625,0.385571,3115
2011-04-05 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.414167,0.642083,0.388067,1795
2011-04-06 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.390833,0.470833,0.263063,2808
2011-04-07 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.4375,0.602917,0.16231199999999998,3141
2011-04-08 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.335833,0.83625,0.226992,1471
2011-04-09 00:00:00,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.3425,0.8775,0.13308299999999998,2455
2011-04-10 00:00:00,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.426667,0.8575,0.146767,2895
2011-04-11 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.5956520000000001,0.716956,0.324474,3348
2011-04-12 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.5025,0.739167,0.274879,2034
2011-04-13 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.4125,0.819167,0.25061700000000003,2162
2011-04-14 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.4675,0.540417,0.1107,3267
2011-04-15 00:00:00,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,0.446667,0.67125,0.226375,3126
2011-04-16 00:00:00,0.0,1.0,0.0,0.0,0,0,0.0,0.0,1.0,0.43083299999999997,0.888333,0.340808,795
2011-04-17 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.456667,0.479583,0.303496,3744
2011-04-18 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.5125,0.5425,0.16356700000000002,3429
2011-04-19 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.505833,0.665833,0.157971,3204
2011-04-20 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.595,0.614167,0.241925,3944
2011-04-21 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.459167,0.407083,0.325258,4189
2011-04-22 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.336667,0.729583,0.219521,1683
2011-04-23 00:00:00,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.46,0.887917,0.230725,4036
2011-04-24 00:00:00,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.581667,0.810833,0.192175,4191
2011-04-25 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.606667,0.776667,0.185333,4073
2011-04-26 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.631667,0.729167,0.3265,4400
2011-04-27 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.62,0.835417,0.3122,3872
2011-04-28 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.6175,0.700833,0.32090799999999997,4058
2011-04-29 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.51,0.457083,0.240063,4595
2011-04-30 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.4725,0.503333,0.235075,5312
2011-05-01 00:00:00,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.451667,0.762083,0.10635399999999999,3351
2011-05-02 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.549167,0.73,0.183454,4401
2011-05-03 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.616667,0.697083,0.342667,4451
2011-05-04 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.414167,0.737083,0.328996,2633
2011-05-05 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.459167,0.44416700000000003,0.295392,4433
2011-05-06 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.479167,0.59,0.228246,4608
2011-05-07 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.52,0.54125,0.16045,4714
2011-05-08 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.5283329999999999,0.631667,0.0746375,4333
2011-05-09 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.5325,0.58875,0.17600000000000002,4362
2011-05-10 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.5325,0.489167,0.11567100000000001,4803
2011-05-11 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.5425,0.632917,0.12064200000000001,4182
2011-05-12 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.535,0.7475,0.189667,4864
2011-05-13 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.5125,0.863333,0.179725,4105
2011-05-14 00:00:00,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.520833,0.9225,0.13495,3409
2011-05-15 00:00:00,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.5625,0.867083,0.152979,4553
2011-05-16 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.5775,0.787917,0.126871,3958
2011-05-17 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.561667,0.837917,0.277354,4123
2011-05-18 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.55,0.87,0.201492,3855
2011-05-19 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.530833,0.829583,0.10821300000000002,4575
2011-05-20 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.536667,0.719583,0.125013,4917
2011-05-21 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.6025,0.626667,0.12065,5805
2011-05-22 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.604167,0.749583,0.148008,4660
2011-05-23 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.631667,0.81,0.233842,4274
2011-05-24 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.66,0.740833,0.207092,4492
2011-05-25 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.660833,0.69625,0.15423299999999998,4978
2011-05-26 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.708333,0.6775,0.19964200000000001,4677
2011-05-27 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.681667,0.65375,0.240679,4679
2011-05-28 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.655833,0.729583,0.23009200000000002,4758
2011-05-29 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.6675,0.81875,0.21393800000000002,4788
2011-05-30 00:00:00,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,0.733333,0.685,0.131225,4098
2011-05-31 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.775,0.636667,0.111329,3982
2011-06-01 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.764167,0.677083,0.207092,3974
2011-06-02 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.715,0.305,0.29228699999999996,4968
2011-06-03 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.62,0.354167,0.253121,5312
2011-06-04 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.635,0.45625,0.123142,5342
2011-06-05 00:00:00,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.648333,0.6525,0.138692,4906
2011-06-06 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.678333,0.6,0.121896,4548
2011-06-07 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.7075,0.597917,0.187808,4833
2011-06-08 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.775833,0.6220829999999999,0.136817,4401
2011-06-09 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.808333,0.568333,0.149883,3915
2011-06-10 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.755,0.605,0.14055399999999998,4586
2011-06-11 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.725,0.654583,0.15485,4966
2011-06-12 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.6925,0.747917,0.16356700000000002,4460
2011-06-13 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.635,0.494583,0.30535,5020
2011-06-14 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.604167,0.507083,0.269283,4891
2011-06-15 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.626667,0.471667,0.16791199999999998,5180
2011-06-16 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.628333,0.688333,0.20647100000000002,3767
2011-06-17 00:00:00,0.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.649167,0.735833,0.143029,4844
2011-06-18 00:00:00,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.696667,0.670417,0.11940799999999999,5119
2011-06-19 00:00:00,0.0,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.699167,0.666667,0.102,4744
2011-06-20 00:00:00,0.0,1.0,0.0,0.0,0,1,0.0,1.0,0.0,0.635,0.74625,0.155475,4010
2011-06-21 00:00:00,0.0,0.0,1.0,0.0,0,1,0.0,1.0,0.0,0.680833,0.770417,0.171025,4835
2011-06-22 00:00:00,0.0,0.0,1.0,0.0,0,1,1.0,0.0,0.0,0.733333,0.7075,0.172262,4507
2011-06-23 00:00:00,0.0,0.0,1.0,0.0,0,1,0.0,1.0,0.0,0.728333,0.703333,0.238804,4790
2011-06-24 00:00:00,0.0,0.0,1.0,0.0,0,1,1.0,0.0,0.0,0.724167,0.573333,0.222025,4991
2011-06-25 00:00:00,0.0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,0.695,0.483333,0.209571,5202
2011-06-26 00:00:00,0.0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,0.68,26.214339764253957,0.09453330000000001,5305
2011-06-27 00:00:00,0.0,0.0,1.0,0.0,0,1,0.0,1.0,0.0,0.6825,0.658333,0.10758800000000002,4708
2011-06-28 00:00:00,0.0,0.0,1.0,0.0,0,1,1.0,0.0,0.0,0.744167,0.634167,0.144283,4648
2011-06-29 00:00:00,0.0,0.0,1.0,0.0,0,1,1.0,0.0,0.0,0.728333,0.497917,0.261821,5225
